date,team_1,team_2,team_1_goals,team_2_goals,tournament,is_team_1_home,is_team_2_home,is_neutral
8/7/07,Australia,Oman,1,1,Asian Cup 2007,FALSE,FALSE,TRUE
8/7/07,Mexico,Paraguay,6,0,Copa America 2007,FALSE,FALSE,TRUE
8/7/07,Vietnam,United Arab Emirates,2,0,Asian Cup 2007,TRUE,FALSE,FALSE
9/7/07,Japan,Qatar,1,1,Asian Cup 2007,FALSE,FALSE,TRUE
10/7/07,Indonesia,Bahrain,2,1,Asian Cup 2007,TRUE,FALSE,FALSE
10/7/07,Malaysia,China,1,5,Asian Cup 2007,TRUE,FALSE,FALSE
10/7/07,Uruguay,Brazil,2,2,Copa America 2007,FALSE,FALSE,TRUE
11/7/07,Iran,Uzbekistan,2,1,Asian Cup 2007,FALSE,FALSE,TRUE
11/7/07,Korea Republic,Saudi Arabia,1,1,Asian Cup 2007,FALSE,FALSE,TRUE
11/7/07,Mexico,Argentina,0,3,Copa America 2007,FALSE,FALSE,TRUE
12/7/07,Thailand,Oman,2,0,Asian Cup 2007,TRUE,FALSE,FALSE
12/7/07,Vietnam,Qatar,1,1,Asian Cup 2007,TRUE,FALSE,FALSE
13/7/07,Iraq,Australia,3,1,Asian Cup 2007,FALSE,FALSE,TRUE
13/7/07,Solomon Islands,Papua New Guinea,2,1,Friendly,TRUE,FALSE,FALSE
13/7/07,United Arab Emirates,Japan,1,3,Asian Cup 2007,FALSE,FALSE,TRUE
14/7/07,Indonesia,Saudi Arabia,1,2,Asian Cup 2007,TRUE,FALSE,FALSE
14/7/07,Malaysia,Uzbekistan,0,5,Asian Cup 2007,TRUE,FALSE,FALSE
14/7/07,Mexico,Uruguay,3,1,Copa America 2007,FALSE,FALSE,TRUE
15/7/07,Bahrain,Korea Republic,2,1,Asian Cup 2007,FALSE,FALSE,TRUE
15/7/07,Brazil,Argentina,3,0,Copa America 2007,FALSE,FALSE,TRUE
15/7/07,China,Iran,2,2,Asian Cup 2007,FALSE,FALSE,TRUE
16/7/07,Oman,Iraq,0,0,Asian Cup 2007,FALSE,FALSE,TRUE
16/7/07,Qatar,United Arab Emirates,1,2,Asian Cup 2007,FALSE,FALSE,TRUE
16/7/07,Thailand,Australia,0,4,Asian Cup 2007,TRUE,FALSE,FALSE
16/7/07,Vietnam,Japan,1,4,Asian Cup 2007,TRUE,FALSE,FALSE
17/7/07,New Caledonia,Vanuatu,5,3,Friendly,TRUE,FALSE,FALSE
18/7/07,Indonesia,Korea Republic,0,1,Asian Cup 2007,TRUE,FALSE,FALSE
18/7/07,Malaysia,Iran,0,2,Asian Cup 2007,TRUE,FALSE,FALSE
18/7/07,Saudi Arabia,Bahrain,4,0,Asian Cup 2007,FALSE,FALSE,TRUE
18/7/07,Uzbekistan,China,3,0,Asian Cup 2007,FALSE,FALSE,TRUE
19/7/07,Madagascar,Mayotte,2,2,Friendly,TRUE,FALSE,FALSE
19/7/07,New Caledonia,Vanuatu,0,2,Friendly,TRUE,FALSE,FALSE
21/7/07,Iraq,Vietnam,2,0,Asian Cup 2007,FALSE,FALSE,TRUE
21/7/07,Japan,Australia,1,1,Asian Cup 2007,FALSE,FALSE,TRUE
22/7/07,Iran,Korea Republic,0,0,Asian Cup 2007,FALSE,FALSE,TRUE
22/7/07,Saudi Arabia,Uzbekistan,2,1,Asian Cup 2007,FALSE,FALSE,TRUE
23/7/07,Botswana,Zambia,0,0,Friendly,TRUE,FALSE,FALSE
25/7/07,Iraq,Korea Republic,0,0,Asian Cup 2007,FALSE,FALSE,TRUE
25/7/07,Japan,Saudi Arabia,2,3,Asian Cup 2007,FALSE,FALSE,TRUE
28/7/07,Korea Republic,Japan,0,0,Asian Cup 2007,FALSE,FALSE,TRUE
29/7/07,Iraq,Saudi Arabia,1,0,Asian Cup 2007,FALSE,FALSE,TRUE
29/7/07,Madagascar,Congo DR,0,0,Friendly,TRUE,FALSE,FALSE
20/8/07,Mozambique,Zimbabwe,0,0,Friendly,TRUE,FALSE,FALSE
21/8/07,Benin,Gabon,2,2,Friendly,FALSE,FALSE,TRUE
21/8/07,Ghana,Senegal,1,1,Friendly,FALSE,FALSE,TRUE
22/8/07,Albania,Malta,3,0,Friendly,TRUE,FALSE,FALSE
22/8/07,Algeria,Brazil,0,2,Friendly,FALSE,FALSE,TRUE
22/8/07,Armenia,Portugal,1,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
22/8/07,Austria,Czech Republic,1,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Belarus,Israel,2,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Belgium,Serbia,3,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
22/8/07,Bosnia-Herzegovina,Croatia,3,5,Friendly,TRUE,FALSE,FALSE
22/8/07,Bulgaria,Wales,0,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Congo DR,Angola,3,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Costa Rica,Peru,1,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Denmark,Ireland,0,4,Friendly,TRUE,FALSE,FALSE
22/8/07,Ecuador,Bolivia,1,0,Friendly,TRUE,FALSE,FALSE
22/8/07,El Salvador,Honduras,2,0,Friendly,TRUE,FALSE,FALSE
22/8/07,England,Germany,1,2,Friendly,TRUE,FALSE,FALSE
22/8/07,Estonia,Andorra,2,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
22/8/07,Finland,Kazakhstan,2,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
22/8/07,Greece,Spain,2,3,Friendly,TRUE,FALSE,FALSE
22/8/07,Hungary,Italy,3,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Iceland,Canada,1,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Ivory Coast,Egypt,0,0,Friendly,FALSE,FALSE,TRUE
22/8/07,Japan,Cameroon,2,0,Friendly,TRUE,FALSE,FALSE
22/8/07,Latvia,Moldova,1,2,Friendly,TRUE,FALSE,FALSE
22/8/07,Lithuania,Turkmenistan,2,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Luxembourg,Georgia,0,0,Friendly,TRUE,FALSE,FALSE
22/8/07,Macedonia,Nigeria,0,0,Friendly,TRUE,FALSE,FALSE
22/8/07,Mali,Burkina Faso,3,2,Friendly,FALSE,FALSE,TRUE
22/8/07,Mexico,Colombia,0,1,Friendly,FALSE,FALSE,TRUE
22/8/07,Montenegro,Slovenia,1,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Northern Ireland,Liechtenstein,3,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
22/8/07,Norway,Argentina,2,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Panama,Guatemala,2,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Paraguay,Venezuela,1,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Romania,Turkey,2,0,Friendly,TRUE,FALSE,FALSE
22/8/07,Russia,Poland,2,2,Friendly,TRUE,FALSE,FALSE
22/8/07,San Marino,Cyprus,0,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
22/8/07,Scotland,South Africa,1,0,Friendly,TRUE,FALSE,FALSE
22/8/07,Slovakia,France,0,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Sudan,Libya,1,0,Friendly,TRUE,FALSE,FALSE
22/8/07,Sweden,USA,1,0,Friendly,TRUE,FALSE,FALSE
22/8/07,Switzerland,Netherlands,2,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Tajikistan,Azerbaijan,2,3,Friendly,TRUE,FALSE,FALSE
22/8/07,Togo,Zambia,3,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Tunisia,Guinea,1,1,Friendly,TRUE,FALSE,FALSE
22/8/07,Ukraine,Uzbekistan,2,1,Friendly,TRUE,FALSE,FALSE
1/9/07,Tanzania,Uganda,1,0,Friendly,TRUE,FALSE,FALSE
7/9/07,Austria,Japan,0,0,Friendly,TRUE,FALSE,FALSE
7/9/07,Bahrain,Jordan,1,3,Friendly,TRUE,FALSE,FALSE
7/9/07,Switzerland,Chile,2,1,Friendly,FALSE,FALSE,TRUE
8/9/07,Belarus,Romania,1,3,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Congo DR,Libya,1,1,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Croatia,Estonia,2,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Cyprus,Armenia,3,1,Friendly,TRUE,FALSE,FALSE
8/9/07,Ecuador,El Salvador,5,1,Friendly,TRUE,FALSE,FALSE
8/9/07,England,Israel,3,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Ethiopia,Namibia,2,3,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Gabon,Ivory Coast,0,0,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Georgia,Ukraine,1,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Hungary,Bosnia-Herzegovina,1,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Iceland,Spain,1,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Italy,France,0,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Kazakhstan,Tajikistan,1,1,Friendly,TRUE,FALSE,FALSE
8/9/07,Kenya,Angola,2,1,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Latvia,Northern Ireland,1,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Luxembourg,Slovenia,0,3,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Malta,Turkey,2,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Moldova,Norway,0,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Morocco,Ghana,0,2,Friendly,FALSE,FALSE,TRUE
8/9/07,Netherlands,Bulgaria,2,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Nigeria,Lesotho,2,0,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Peru,Colombia,2,2,Friendly,TRUE,FALSE,FALSE
8/9/07,Portugal,Poland,2,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Russia,Macedonia,3,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Rwanda,Liberia,4,0,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,San Marino,Czech Republic,0,3,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Scotland,Lithuania,3,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Senegal,Burkina Faso,5,1,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Serbia,Finland,0,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Slovakia,Ireland,2,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Sweden,Denmark,0,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Tanzania,Mozambique,0,1,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Uganda,Niger,3,1,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
8/9/07,Venezuela,Paraguay,3,2,Friendly,TRUE,FALSE,FALSE
8/9/07,Wales,Germany,0,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
9/9/07,Burundi,Egypt,0,0,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
9/9/07,Chad,Congo,1,1,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
9/9/07,Costa Rica,Honduras,0,0,Friendly,FALSE,FALSE,TRUE
9/9/07,Equatorial Guinea,Cameroon,1,0,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
9/9/07,Gambia,Algeria,2,1,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
9/9/07,Guinea,Cape Verde,4,0,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
9/9/07,Mauritius,Seychelles,1,1,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
9/9/07,Mexico,Panama,1,0,Friendly,TRUE,FALSE,FALSE
9/9/07,South Africa,Zambia,1,3,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
9/9/07,Sudan,Tunisia,3,2,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
9/9/07,Swaziland,Eritrea,0,0,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
9/9/07,USA,Brazil,2,4,Friendly,TRUE,FALSE,FALSE
9/9/07,Zimbabwe,Malawi,3,1,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
11/9/07,Australia,Argentina,0,1,Friendly,TRUE,FALSE,FALSE
11/9/07,Austria,Chile,0,2,Friendly,TRUE,FALSE,FALSE
11/9/07,Saudi Arabia,Ghana,5,0,Friendly,TRUE,FALSE,FALSE
11/9/07,Switzerland,Japan,3,4,Friendly,FALSE,FALSE,TRUE
12/9/07,Albania,Netherlands,0,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Andorra,Croatia,0,6,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Azerbaijan,Georgia,1,1,Friendly,TRUE,FALSE,FALSE
12/9/07,Bosnia-Herzegovina,Moldova,0,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Bulgaria,Luxembourg,3,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Canada,Costa Rica,1,1,Friendly,TRUE,FALSE,FALSE
12/9/07,Colombia,Paraguay,1,0,Friendly,TRUE,FALSE,FALSE
12/9/07,Cyprus,San Marino,3,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Czech Republic,Ireland,1,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Denmark,Liechtenstein,4,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,England,Russia,3,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Finland,Poland,0,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,France,Scotland,0,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Germany,Romania,3,1,Friendly,TRUE,FALSE,FALSE
12/9/07,Honduras,Ecuador,2,1,Friendly,TRUE,FALSE,FALSE
12/9/07,Iceland,Northern Ireland,2,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Kazakhstan,Belgium,2,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Lithuania,Faroe Islands,2,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Macedonia,Estonia,1,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Malta,Armenia,0,1,Friendly,TRUE,FALSE,FALSE
12/9/07,Mexico,Brazil,1,3,Friendly,FALSE,FALSE,TRUE
12/9/07,Montenegro,Sweden,1,2,Friendly,TRUE,FALSE,FALSE
12/9/07,Norway,Greece,2,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Peru,Bolivia,2,0,Friendly,TRUE,FALSE,FALSE
12/9/07,Portugal,Serbia,1,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Singapore,United Arab Emirates,1,1,Friendly,TRUE,FALSE,FALSE
12/9/07,Slovakia,Wales,2,5,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Slovenia,Belarus,1,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,South Africa,Uruguay,0,0,Friendly,TRUE,FALSE,FALSE
12/9/07,Spain,Latvia,2,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Turkey,Hungary,3,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Ukraine,Italy,1,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
12/9/07,Venezuela,Panama,1,1,Friendly,TRUE,FALSE,FALSE
17/9/07,Qatar,Oman,1,1,Friendly,TRUE,FALSE,FALSE
23/9/07,United Arab Emirates,Lebanon,1,1,Friendly,TRUE,FALSE,FALSE
2/10/07,Oman,Maldives,1,0,Friendly,TRUE,FALSE,FALSE
3/10/07,Thailand,United Arab Emirates,1,1,Friendly,TRUE,FALSE,FALSE
4/10/07,Bahrain,Singapore,3,1,Friendly,TRUE,FALSE,FALSE
8/10/07,Bangladesh,Tajikistan,1,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
8/10/07,Lebanon,India,4,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
8/10/07,Oman,Nepal,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
8/10/07,Palestine,Singapore,0,4,World Cup 2010 Qualifiers,FALSE,FALSE,TRUE
8/10/07,Syria,Afghanistan,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
8/10/07,Thailand,Macau,6,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
8/10/07,Vietnam,United Arab Emirates,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
8/10/07,Yemen,Maldives,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
11/10/07,Cambodia,Turkmenistan,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
12/10/07,Sierra Leone,Benin,0,2,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
12/10/07,Togo,Mali,0,2,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Argentina,Chile,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Armenia,Serbia,0,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Azerbaijan,Portugal,0,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Belarus,Luxembourg,0,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Belgium,Finland,0,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Croatia,Israel,1,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Cyprus,Wales,3,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Denmark,Spain,1,3,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Ecuador,Venezuela,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Egypt,Botswana,1,0,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,El Salvador,Costa Rica,2,2,Friendly,TRUE,FALSE,FALSE
13/10/07,England,Estonia,3,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Faroe Islands,France,0,6,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Greece,Bosnia-Herzegovina,3,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Hungary,Malta,2,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Iceland,Latvia,2,4,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Ireland,Germany,0,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Italy,Georgia,2,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Liechtenstein,Sweden,0,3,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Mauritania,Burundi,2,1,African Cup of Nations 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Moldova,Turkey,1,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Peru,Paraguay,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Poland,Kazakhstan,3,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Romania,Netherlands,1,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Scotland,Ukraine,3,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Slovakia,San Marino,7,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Slovenia,Albania,0,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Switzerland,Austria,3,1,Friendly,TRUE,FALSE,FALSE
13/10/07,Uruguay,Bolivia,5,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
13/10/07,Uzbekistan,Taiwan,9,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
14/10/07,Colombia,Brazil,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
14/10/07,Honduras,Panama,1,0,Friendly,TRUE,FALSE,FALSE
14/10/07,Madagascar,Comoros,6,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
14/10/07,Mexico,Nigeria,2,2,Friendly,TRUE,FALSE,FALSE
14/10/07,Senegal,Guinea,3,1,Friendly,FALSE,FALSE,TRUE
15/10/07,Macau,Thailand,1,7,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
16/10/07,Bahrain,Libya,2,0,Friendly,TRUE,FALSE,FALSE
16/10/07,Croatia,Slovakia,3,0,Friendly,TRUE,FALSE,FALSE
16/10/07,Qatar,Iraq,3,2,Friendly,TRUE,FALSE,FALSE
16/10/07,Venezuela,Argentina,0,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Albania,Bulgaria,1,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Austria,Ivory Coast,3,2,Friendly,TRUE,FALSE,FALSE
17/10/07,Azerbaijan,Serbia,1,6,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Belgium,Armenia,3,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Bolivia,Colombia,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Bosnia-Herzegovina,Norway,0,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Brazil,Ecuador,5,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Chile,Peru,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Costa Rica,Haiti,1,1,Friendly,TRUE,FALSE,FALSE
17/10/07,Denmark,Latvia,3,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,El Salvador,Trinidad and Tobago,0,0,Friendly,TRUE,FALSE,FALSE
17/10/07,Estonia,Montenegro,0,1,Friendly,TRUE,FALSE,FALSE
17/10/07,Fiji,New Zealand,0,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Finland,Spain,0,0,Friendly,TRUE,FALSE,FALSE
17/10/07,France,Lithuania,2,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Georgia,Scotland,2,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Germany,Czech Republic,0,3,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Ireland,Cyprus,1,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Israel,Belarus,2,1,Friendly,TRUE,FALSE,FALSE
17/10/07,Italy,South Africa,2,0,Friendly,TRUE,FALSE,FALSE
17/10/07,Japan,Egypt,4,1,Friendly,TRUE,FALSE,FALSE
17/10/07,Kazakhstan,Portugal,1,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Liechtenstein,Iceland,3,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Luxembourg,Romania,0,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Macedonia,Andorra,3,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Malta,Moldova,2,3,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Mexico,Guatemala,2,3,Friendly,FALSE,FALSE,TRUE
17/10/07,Morocco,Namibia,2,0,Friendly,TRUE,FALSE,FALSE
17/10/07,Netherlands,Slovenia,2,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Paraguay,Uruguay,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Poland,Hungary,0,1,Friendly,TRUE,FALSE,FALSE
17/10/07,Russia,England,2,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,San Marino,Wales,1,2,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Sierra Leone,Guinea-Bissau,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Sweden,Northern Ireland,1,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Switzerland,USA,0,1,Friendly,TRUE,FALSE,FALSE
17/10/07,Turkey,Greece,0,1,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,Ukraine,Faroe Islands,5,0,Euro 2008 Qualifiers,TRUE,FALSE,FALSE
17/10/07,United Arab Emirates,Tunisia,0,1,Friendly,TRUE,FALSE,FALSE
18/10/07,Kyrgyzstan,Jordan,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
21/10/07,Bahrain,Malaysia,4,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
21/10/07,China,Burma,7,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
21/10/07,East Timor,Hong Kong,2,3,World Cup 2010 Qualifiers,FALSE,FALSE,TRUE
21/10/07,Mongolia,Korea DPR,1,4,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
21/10/07,Sri Lanka,Qatar,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
22/10/07,Pakistan,Iraq,0,7,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
26/10/07,Afghanistan,Syria,1,2,World Cup 2010 Qualifiers,FALSE,FALSE,TRUE
28/10/07,Burma,China,0,4,World Cup 2010 Qualifiers,FALSE,FALSE,TRUE
28/10/07,Hong Kong,East Timor,8,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
28/10/07,Iraq,Pakistan,0,0,World Cup 2010 Qualifiers,FALSE,FALSE,TRUE
28/10/07,Jordan,Kyrgyzstan,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
28/10/07,Korea DPR,Mongolia,5,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
28/10/07,Malaysia,Bahrain,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
28/10/07,Maldives,Yemen,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
28/10/07,Nepal,Oman,0,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
28/10/07,Qatar,Sri Lanka,5,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
28/10/07,Tajikistan,Bangladesh,5,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
28/10/07,Turkmenistan,Cambodia,4,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
28/10/07,United Arab Emirates,Vietnam,5,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
30/10/07,India,Lebanon,2,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
2/11/07,Bhutan,Tibet,3,0,Friendly,FALSE,FALSE,TRUE
2/11/07,Saudi Arabia,Namibia,1,0,Friendly,TRUE,FALSE,FALSE
9/11/07,Indonesia,Syria,1,4,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE
